env_id,move_cost,grass_max,repro_threshold,energy_init,mutation_sd,seed,final_tick,final_agents,final_predators,final_genetic_diversity,extinct,agents_50,agents_100,agents_200,agents_500,agents_1000,div_50,div_100,div_200,div_500,div_1000
79,5.56,45.01,187.33,77.77,0.0935,103,1000,16,0,0.330200,false,83,90,53,23,16,0.127657,0.142584,0.175833,0.308859,0.330200
79,5.56,45.01,187.33,77.77,0.0935,104,1000,8,0,0.135948,false,73,92,47,18,8,0.116943,0.138072,0.171612,0.264213,0.135948
79,5.56,45.01,187.33,77.77,0.0935,105,1000,10,0,0.266916,false,62,76,46,29,10,0.113151,0.128050,0.170170,0.258181,0.266916
80,11.80,7.68,190.54,28.64,0.0703,101,200,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
80,11.80,7.68,190.54,28.64,0.0703,102,331,0,0,0.000000,true,2,2,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
80,11.80,7.68,190.54,28.64,0.0703,103,200,0,0,0.000000,true,4,4,0,0,0,0.059765,0.062925,0.000000,0.000000,0.000000
80,11.80,7.68,190.54,28.64,0.0703,104,200,0,0,0.000000,true,5,1,0,0,0,0.057844,0.000000,0.000000,0.000000,0.000000
80,11.80,7.68,190.54,28.64,0.0703,105,148,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
81,12.51,33.39,128.73,62.66,0.1642,101,200,0,0,0.000000,true,3,2,0,0,0,0.114296,0.165323,0.000000,0.000000,0.000000
81,12.51,33.39,128.73,62.66,0.1642,102,133,0,0,0.000000,true,3,1,0,0,0,0.169060,0.000000,0.000000,0.000000,0.000000
81,12.51,33.39,128.73,62.66,0.1642,103,200,0,0,0.000000,true,7,5,0,0,0,0.167706,0.111830,0.000000,0.000000,0.000000
81,12.51,33.39,128.73,62.66,0.1642,104,200,0,0,0.000000,true,3,3,0,0,0,0.057179,0.171536,0.000000,0.000000,0.000000
81,12.51,33.39,128.73,62.66,0.1642,105,200,0,0,0.000000,true,4,3,0,0,0,0.132089,0.050974,0.000000,0.000000,0.000000
82,15.48,25.62,156.25,42.70,0.0572,101,95,0,0,0.000000,true,2,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
82,15.48,25.62,156.25,42.70,0.0572,102,200,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
82,15.48,25.62,156.25,42.70,0.0572,103,200,0,0,0.000000,true,4,2,0,0,0,0.049900,0.000000,0.000000,0.000000,0.000000
82,15.48,25.62,156.25,42.70,0.0572,104,200,0,0,0.000000,true,7,2,0,0,0,0.078170,0.000000,0.000000,0.000000,0.000000
82,15.48,25.62,156.25,42.70,0.0572,105,200,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
83,14.97,6.55,195.98,54.98,0.0111,101,32,0,0,0.000000,true,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
83,14.97,6.55,195.98,54.98,0.0111,102,35,0,0,0.000000,true,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
83,14.97,6.55,195.98,54.98,0.0111,103,31,0,0,0.000000,true,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
83,14.97,6.55,195.98,54.98,0.0111,104,31,0,0,0.000000,true,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
83,14.97,6.55,195.98,54.98,0.0111,105,88,0,0,0.000000,true,1,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
84,9.99,35.83,161.64,47.38,0.0408,101,482,0,0,0.000000,true,12,8,3,0,0,0.041957,0.039167,0.044994,0.000000,0.000000
84,9.99,35.83,161.64,47.38,0.0408,102,1000,3,0,0.028992,false,7,8,4,4,3,0.038667,0.044921,0.058697,0.071678,0.028992
84,9.99,35.83,161.64,47.38,0.0408,103,1000,2,0,0.037340,false,15,9,3,1,2,0.045272,0.040316,0.072334,0.000000,0.037340
84,9.99,35.83,161.64,47.38,0.0408,104,1000,2,0,0.000000,false,9,10,2,3,2,0.043088,0.043324,0.000000,0.040146,0.000000
84,9.99,35.83,161.64,47.38,0.0408,105,997,0,0,0.000000,true,12,10,1,4,0,0.039260,0.033828,0.000000,0.058053,0.000000
85,0.28,14.51,186.41,68.02,0.1092,101,1000,71,0,0.519035,false,150,186,158,83,71,0.187016,0.187809,0.219979,0.350657,0.519035
85,0.28,14.51,186.41,68.02,0.1092,102,1000,79,0,0.485678,false,137,177,147,102,79,0.166480,0.187000,0.199497,0.376607,0.485678
85,0.28,14.51,186.41,68.02,0.1092,103,1000,70,0,0.492088,false,141,185,159,91,70,0.178157,0.197737,0.209564,0.367052,0.492088
85,0.28,14.51,186.41,68.02,0.1092,104,1000,71,0,0.495894,false,146,182,142,82,71,0.176506,0.190322,0.223325,0.383459,0.495894
85,0.28,14.51,186.41,68.02,0.1092,105,1000,77,0,0.493474,false,141,180,155,95,77,0.173460,0.181327,0.212754,0.314527,0.493474
86,17.75,35.33,89.52,33.71,0.0934,101,39,0,0,0.000000,true,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
86,17.75,35.33,89.52,33.71,0.0934,102,200,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
86,17.75,35.33,89.52,33.71,0.0934,103,200,0,0,0.000000,true,3,3,0,0,0,0.064402,0.065562,0.000000,0.000000,0.000000
86,17.75,35.33,89.52,33.71,0.0934,104,31,0,0,0.000000,true,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
86,17.75,35.33,89.52,33.71,0.0934,105,200,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
87,4.98,10.09,123.91,43.38,0.1753,101,1000,19,0,0.844441,false,57,56,12,21,19,0.214370,0.228632,0.307537,0.501034,0.844441
87,4.98,10.09,123.91,43.38,0.1753,102,972,0,0,0.000000,true,52,52,16,16,0,0.198772,0.245278,0.310838,0.478209,0.000000
87,4.98,10.09,123.91,43.38,0.1753,103,1000,8,0,0.475192,false,60,64,20,24,8,0.229770,0.240927,0.330706,0.551509,0.475192
87,4.98,10.09,123.91,43.38,0.1753,104,1000,11,0,0.481573,false,66,55,13,17,11,0.229091,0.206328,0.334803,0.476798,0.481573
87,4.98,10.09,123.91,43.38,0.1753,105,1000,15,0,0.644711,false,52,56,19,15,15,0.209486,0.251580,0.312479,0.482970,0.644711
88,8.47,47.82,65.59,70.50,0.1119,101,1000,9,0,0.279899,false,26,25,5,10,9,0.113947,0.123249,0.159218,0.349806,0.279899
88,8.47,47.82,65.59,70.50,0.1119,102,1000,7,0,0.372912,false,26,19,10,12,7,0.127234,0.143042,0.205875,0.278024,0.372912
88,8.47,47.82,65.59,70.50,0.1119,103,1000,4,0,0.092837,false,29,31,8,4,4,0.121161,0.142337,0.166757,0.069456,0.092837
88,8.47,47.82,65.59,70.50,0.1119,104,1000,8,0,0.252115,false,32,26,17,9,8,0.119244,0.131213,0.216790,0.264773,0.252115
88,8.47,47.82,65.59,70.50,0.1119,105,1000,14,0,0.391882,false,24,16,9,17,14,0.109556,0.114533,0.211809,0.324053,0.391882
89,8.08,11.27,84.92,67.96,0.1965,101,1000,7,0,0.481663,false,25,14,5,8,7,0.212111,0.248519,0.343741,0.461616,0.481663
89,8.08,11.27,84.92,67.96,0.1965,102,838,0,0,0.000000,true,18,15,8,10,0,0.182621,0.221729,0.343379,0.476494,0.000000
89,8.08,11.27,84.92,67.96,0.1965,103,1000,4,0,0.218792,false,30,19,7,3,4,0.221497,0.251293,0.275745,0.157480,0.218792
89,8.08,11.27,84.92,67.96,0.1965,104,1000,8,0,0.486691,false,33,23,7,6,8,0.198837,0.246183,0.350317,0.302794,0.486691
89,8.08,11.27,84.92,67.96,0.1965,105,1000,6,0,0.608876,false,27,15,10,16,6,0.211652,0.255474,0.327288,0.557924,0.608876
90,12.54,44.27,67.00,19.50,0.1581,101,200,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
90,12.54,44.27,67.00,19.50,0.1581,102,62,0,0,0.000000,true,1,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
90,12.54,44.27,67.00,19.50,0.1581,103,200,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
90,12.54,44.27,67.00,19.50,0.1581,104,200,0,0,0.000000,true,2,2,0,0,0,0.161385,0.161385,0.000000,0.000000,0.000000
90,12.54,44.27,67.00,19.50,0.1581,105,200,0,0,0.000000,true,2,3,0,0,0,0.000000,0.221860,0.000000,0.000000,0.000000
91,10.38,22.65,88.70,53.16,0.0213,101,1000,1,0,0.000000,false,6,6,1,1,1,0.022974,0.020976,0.000000,0.000000,0.000000
91,10.38,22.65,88.70,53.16,0.0213,102,759,0,0,0.000000,true,6,7,3,4,0,0.021034,0.022917,0.029418,0.042382,0.000000
91,10.38,22.65,88.70,53.16,0.0213,103,200,0,0,0.000000,true,6,4,0,0,0,0.020735,0.014075,0.000000,0.000000,0.000000
91,10.38,22.65,88.70,53.16,0.0213,104,223,0,0,0.000000,true,8,6,1,0,0,0.020517,0.021644,0.000000,0.000000,0.000000
91,10.38,22.65,88.70,53.16,0.0213,105,1000,3,0,0.010171,false,8,6,1,2,3,0.017847,0.016917,0.000000,0.019975,0.010171
92,6.92,13.71,194.22,15.72,0.1468,101,1000,6,0,0.329962,false,22,26,21,15,6,0.167686,0.198871,0.329421,0.417363,0.329962
92,6.92,13.71,194.22,15.72,0.1468,102,1000,6,0,0.186594,false,19,24,26,10,6,0.153513,0.184651,0.287316,0.347729,0.186594
92,6.92,13.71,194.22,15.72,0.1468,103,913,0,0,0.000000,true,22,24,16,6,0,0.153946,0.206646,0.303969,0.268475,0.000000
92,6.92,13.71,194.22,15.72,0.1468,104,816,0,0,0.000000,true,15,22,18,10,0,0.157361,0.215261,0.305021,0.351409,0.000000
92,6.92,13.71,194.22,15.72,0.1468,105,1000,5,0,0.221229,false,17,21,18,10,5,0.160782,0.179310,0.330520,0.427152,0.221229
93,16.23,45.83,67.95,10.82,0.0422,101,22,0,0,0.000000,true,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
93,16.23,45.83,67.95,10.82,0.0422,102,200,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
93,16.23,45.83,67.95,10.82,0.0422,103,200,0,0,0.000000,true,1,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
93,16.23,45.83,67.95,10.82,0.0422,104,200,0,0,0.000000,true,2,2,0,0,0,0.042115,0.000000,0.000000,0.000000,0.000000
93,16.23,45.83,67.95,10.82,0.0422,105,200,0,0,0.000000,true,2,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
94,15.29,18.27,190.05,28.68,0.1823,101,48,0,0,0.000000,true,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
94,15.29,18.27,190.05,28.68,0.1823,102,47,0,0,0.000000,true,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
94,15.29,18.27,190.05,28.68,0.1823,103,200,0,0,0.000000,true,2,2,0,0,0,0.000000,0.187765,0.000000,0.000000,0.000000
94,15.29,18.27,190.05,28.68,0.1823,104,33,0,0,0.000000,true,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
94,15.29,18.27,190.05,28.68,0.1823,105,45,0,0,0.000000,true,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
95,11.86,26.71,65.90,98.98,0.0818,101,268,0,0,0.000000,true,7,5,1,0,0,0.072877,0.096916,0.000000,0.000000,0.000000
95,11.86,26.71,65.90,98.98,0.0818,102,490,0,0,0.000000,true,13,9,1,0,0,0.074827,0.072569,0.000000,0.000000,0.000000
95,11.86,26.71,65.90,98.98,0.0818,103,200,0,0,0.000000,true,14,7,0,0,0,0.083197,0.075345,0.000000,0.000000,0.000000
95,11.86,26.71,65.90,98.98,0.0818,104,200,0,0,0.000000,true,10,7,0,0,0,0.071538,0.063630,0.000000,0.000000,0.000000
95,11.86,26.71,65.90,98.98,0.0818,105,200,0,0,0.000000,true,7,3,0,0,0,0.073933,0.082039,0.000000,0.000000,0.000000
96,15.87,10.73,51.42,96.47,0.0601,101,91,0,0,0.000000,true,1,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
96,15.87,10.73,51.42,96.47,0.0601,102,83,0,0,0.000000,true,1,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
96,15.87,10.73,51.42,96.47,0.0601,103,71,0,0,0.000000,true,3,0,0,0,0,0.061648,0.000000,0.000000,0.000000,0.000000
96,15.87,10.73,51.42,96.47,0.0601,104,200,0,0,0.000000,true,3,3,0,0,0,0.061746,0.020404,0.000000,0.000000,0.000000
96,15.87,10.73,51.42,96.47,0.0601,105,49,0,0,0.000000,true,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000
97,5.62,24.07,155.13,94.25,0.0767,101,1000,10,0,0.135175,false,72,77,24,10,10,0.096618,0.109484,0.130863,0.189754,0.135175
97,5.62,24.07,155.13,94.25,0.0767,102,1000,19,0,0.324915,false,74,74,23,20,19,0.099950,0.111982,0.148680,0.245585,0.324915
97,5.62,24.07,155.13,94.25,0.0767,103,1000,11,0,0.260832,false,75,77,26,20,11,0.107490,0.114975,0.150187,0.225890,0.260832
97,5.62,24.07,155.13,94.25,0.0767,104,1000,8,0,0.103098,false,76,76,28,7,8,0.099347,0.114609,0.149342,0.130391,0.103098
97,5.62,24.07,155.13,94.25,0.0767,105,1000,9,0,0.122162,false,61,70,26,19,9,0.089277,0.107738,0.143236,0.240621,0.122162
98,5.65,21.94,90.13,98.39,0.0546,101,1000,16,0,0.195401,false,71,64,27,17,16,0.069544,0.072128,0.100373,0.173802,0.195401
98,5.65,21.94,90.13,98.39,0.0546,102,1000,8,0,0.090552,false,71,73,22,21,8,0.072758,0.077113,0.089345,0.159640,0.090552
98,5.65,21.94,90.13,98.39,0.0546,103,1000,15,0,0.132931,false,68,68,22,19,15,0.071095,0.076578,0.093602,0.168377,0.132931
98,5.65,21.94,90.13,98.39,0.0546,104,1000,9,0,0.087646,false,78,78,32,8,9,0.072510,0.073611,0.104348,0.075290,0.087646
98,5.65,21.94,90.13,98.39,0.0546,105,1000,15,0,0.147646,false,69,67,21,18,15,0.066656,0.076430,0.091092,0.138936,0.147646
99,10.94,40.59,52.05,55.22,0.0263,101,200,0,0,0.000000,true,11,11,0,0,0,0.025257,0.026493,0.000000,0.000000,0.000000
99,10.94,40.59,52.05,55.22,0.0263,102,308,0,0,0.000000,true,11,10,2,0,0,0.025066,0.025627,0.036129,0.000000,0.000000
99,10.94,40.59,52.05,55.22,0.0263,103,200,0,0,0.000000,true,12,7,0,0,0,0.030624,0.023920,0.000000,0.000000,0.000000
99,10.94,40.59,52.05,55.22,0.0263,104,250,0,0,0.000000,true,8,7,1,0,0,0.027129,0.033906,0.000000,0.000000,0.000000
99,10.94,40.59,52.05,55.22,0.0263,105,285,0,0,0.000000,true,8,5,1,0,0,0.019094,0.018512,0.000000,0.000000,0.000000
100,9.37,44.92,141.45,45.50,0.0876,101,292,0,0,0.000000,true,13,17,4,0,0,0.080266,0.118358,0.126745,0.000000,0.000000
100,9.37,44.92,141.45,45.50,0.0876,102,1000,9,0,0.259376,false,12,14,5,11,9,0.084160,0.103921,0.134605,0.212041,0.259376
100,9.37,44.92,141.45,45.50,0.0876,103,1000,3,0,0.028914,false,13,14,10,4,3,0.081806,0.091479,0.157116,0.117337,0.028914
100,9.37,44.92,141.45,45.50,0.0876,104,1000,4,0,0.067238,false,14,14,5,2,4,0.094044,0.092374,0.088840,0.000000,0.067238
100,9.37,44.92,141.45,45.50,0.0876,105,1000,7,0,0.282661,false,16,14,4,6,7,0.081276,0.087689,0.175267,0.174961,0.282661
